Compression speed,Decompression speed,Original size,Compressed size,Ratio,Filename,Dataset,Memlimit,MinIters,Nbits,Order,Preprocs,Nthreads,Query,Algorithm,__pyience_timestamp__
5.27,365.58,83040,18199,21.92,colmajor/uint8/msrc/Had-enough_subj=1_idx=569.dat,msrc,-1,1,8,f,Delta,0,0,Brotli -9,2024-08-01T20_23_03
154.2,335.5,57200,14966,26.16,colmajor/uint8/msrc/Shoot_subj=24_idx=297.dat,msrc,-1,1,8,f,Delta,0,0,Zlib -1,2024-08-01T20_23_03
2.88,315.22,57200,12444,21.76,colmajor/uint8/msrc/Shoot_subj=24_idx=297.dat,msrc,-1,1,8,f,Delta,0,0,Zlib -9,2024-08-01T20_23_03
599.34,241.01,57200,12906,22.56,colmajor/uint8/msrc/Shoot_subj=24_idx=297.dat,msrc,-1,1,8,f,Delta,0,0,Zstd -1,2024-08-01T20_23_03
46.55,681.04,57200,12360,21.61,colmajor/uint8/msrc/Shoot_subj=24_idx=297.dat,msrc,-1,1,8,f,Delta,0,0,Zstd -9,2024-08-01T20_23_03
991.52,510.53,57200,22312,39.01,colmajor/uint8/msrc/Shoot_subj=24_idx=297.dat,msrc,-1,1,8,f,Delta,0,0,LZ4,2024-08-01T20_23_03
870.85,235.79,57200,20241,35.39,colmajor/uint8/msrc/Shoot_subj=24_idx=297.dat,msrc,-1,1,8,f,Delta,0,0,LZO -1,2024-08-01T20_23_03
1085.62,464.66,57200,20241,35.39,colmajor/uint8/msrc/Shoot_subj=24_idx=297.dat,msrc,-1,1,8,f,Delta,0,0,LZO -9,2024-08-01T20_23_03
924.43,349.32,57200,14064,24.59,colmajor/uint8/msrc/Shoot_subj=24_idx=297.dat,msrc,-1,1,8,f,Delta,0,0,Huffman,2024-08-01T20_23_03
827.8,341.63,57200,20348,35.57,colmajor/uint8/msrc/Shoot_subj=24_idx=297.dat,msrc,-1,1,8,f,Delta,0,0,Snappy,2024-08-01T20_23_03
340.75,94.11,57200,13084,22.87,colmajor/uint8/msrc/Shoot_subj=24_idx=297.dat,msrc,-1,1,8,f,Delta,0,0,Brotli -1,2024-08-01T20_23_03
4.7,278.55,57200,12232,21.38,colmajor/uint8/msrc/Shoot_subj=24_idx=297.dat,msrc,-1,1,8,f,Delta,0,0,Brotli -9,2024-08-01T20_23_03
116.14,304.14,110720,37279,33.67,colmajor/uint8/msrc/Throw_subj=14_idx=347.dat,msrc,-1,1,8,f,Delta,0,0,Zlib -1,2024-08-01T20_23_03
2.75,290.24,110720,32299,29.17,colmajor/uint8/msrc/Throw_subj=14_idx=347.dat,msrc,-1,1,8,f,Delta,0,0,Zlib -9,2024-08-01T20_23_03
374.77,290.32,110720,32830,29.65,colmajor/uint8/msrc/Throw_subj=14_idx=347.dat,msrc,-1,1,8,f,Delta,0,0,Zstd -1,2024-08-01T20_23_03
30.46,482.52,110720,32164,29.05,colmajor/uint8/msrc/Throw_subj=14_idx=347.dat,msrc,-1,1,8,f,Delta,0,0,Zstd -9,2024-08-01T20_23_03
685.3,582.75,110720,53636,48.44,colmajor/uint8/msrc/Throw_subj=14_idx=347.dat,msrc,-1,1,8,f,Delta,0,0,LZ4,2024-08-01T20_23_03
598.59,211.28,110720,50267,45.4,colmajor/uint8/msrc/Throw_subj=14_idx=347.dat,msrc,-1,1,8,f,Delta,0,0,LZO -1,2024-08-01T20_23_03
620.12,294.58,110720,50267,45.4,colmajor/uint8/msrc/Throw_subj=14_idx=347.dat,msrc,-1,1,8,f,Delta,0,0,LZO -9,2024-08-01T20_23_03
1034.38,369.15,110720,35627,32.18,colmajor/uint8/msrc/Throw_subj=14_idx=347.dat,msrc,-1,1,8,f,Delta,0,0,Huffman,2024-08-01T20_23_03
412.57,327.81,110720,51320,46.35,colmajor/uint8/msrc/Throw_subj=14_idx=347.dat,msrc,-1,1,8,f,Delta,0,0,Snappy,2024-08-01T20_23_03
109.64,106.02,110720,33721,30.46,colmajor/uint8/msrc/Throw_subj=14_idx=347.dat,msrc,-1,1,8,f,Delta,0,0,Brotli -1,2024-08-01T20_23_03
4.98,351.11,110720,31484,28.44,colmajor/uint8/msrc/Throw_subj=14_idx=347.dat,msrc,-1,1,8,f,Delta,0,0,Brotli -9,2024-08-01T20_23_03
110.23,300.62,81920,29159,35.59,colmajor/uint8/msrc/Throw_subj=30_idx=120.dat,msrc,-1,1,8,f,Delta,0,0,Zlib -1,2024-08-01T20_23_03
2.86,283.11,81920,25763,31.45,colmajor/uint8/msrc/Throw_subj=30_idx=120.dat,msrc,-1,1,8,f,Delta,0,0,Zlib -9,2024-08-01T20_23_03
355.47,283.56,81920,25515,31.15,colmajor/uint8/msrc/Throw_subj=30_idx=120.dat,msrc,-1,1,8,f,Delta,0,0,Zstd -1,2024-08-01T20_23_03
30.74,453.25,81920,25331,30.92,colmajor/uint8/msrc/Throw_subj=30_idx=120.dat,msrc,-1,1,8,f,Delta,0,0,Zstd -9,2024-08-01T20_23_03
749.67,532.75,81920,41980,51.25,colmajor/uint8/msrc/Throw_subj=30_idx=120.dat,msrc,-1,1,8,f,Delta,0,0,LZ4,2024-08-01T20_23_03
530.26,420.74,81920,39284,47.95,colmajor/uint8/msrc/Throw_subj=30_idx=120.dat,msrc,-1,1,8,f,Delta,0,0,LZO -1,2024-08-01T20_23_03
530.81,212.28,81920,39284,47.95,colmajor/uint8/msrc/Throw_subj=30_idx=120.dat,msrc,-1,1,8,f,Delta,0,0,LZO -9,2024-08-01T20_23_03
1022.59,455.47,81920,27386,33.43,colmajor/uint8/msrc/Throw_subj=30_idx=120.dat,msrc,-1,1,8,f,Delta,0,0,Huffman,2024-08-01T20_23_03
429.69,321.31,81920,40587,49.54,colmajor/uint8/msrc/Throw_subj=30_idx=120.dat,msrc,-1,1,8,f,Delta,0,0,Snappy,2024-08-01T20_23_03
149.13,101.13,81920,26175,31.95,colmajor/uint8/msrc/Throw_subj=30_idx=120.dat,msrc,-1,1,8,f,Delta,0,0,Brotli -1,2024-08-01T20_23_03
4.38,300.88,81920,25023,30.55,colmajor/uint8/msrc/Throw_subj=30_idx=120.dat,msrc,-1,1,8,f,Delta,0,0,Brotli -9,2024-08-01T20_23_03
166.35,359.13,83440,19573,23.46,colmajor/uint8/msrc/Goggles_subj=4_idx=101.dat,msrc,-1,1,8,f,Delta,0,0,Zlib -1,2024-08-01T20_23_03
2.64,377.8,83440,15524,18.6,colmajor/uint8/msrc/Goggles_subj=4_idx=101.dat,msrc,-1,1,8,f,Delta,0,0,Zlib -9,2024-08-01T20_23_03
566.01,451.77,83440,16716,20.03,colmajor/uint8/msrc/Goggles_subj=4_idx=101.dat,msrc,-1,1,8,f,Delta,0,0,Zstd -1,2024-08-01T20_23_03
46.78,541.22,83440,15687,18.8,colmajor/uint8/msrc/Goggles_subj=4_idx=101.dat,msrc,-1,1,8,f,Delta,0,0,Zstd -9,2024-08-01T20_23_03
1168.73,1226.75,83440,28074,33.65,colmajor/uint8/msrc/Goggles_subj=4_idx=101.dat,msrc,-1,1,8,f,Delta,0,0,LZ4,2024-08-01T20_23_03
1126.97,471.4,83440,26577,31.85,colmajor/uint8/msrc/Goggles_subj=4_idx=101.dat,msrc,-1,1,8,f,Delta,0,0,LZO -1,2024-08-01T20_23_03
943.84,304.87,83440,26577,31.85,colmajor/uint8/msrc/Goggles_subj=4_idx=101.dat,msrc,-1,1,8,f,Delta,0,0,LZO -9,2024-08-01T20_23_03
948.45,356.54,83440,18248,21.87,colmajor/uint8/msrc/Goggles_subj=4_idx=101.dat,msrc,-1,1,8,f,Delta,0,0,Huffman,2024-08-01T20_23_03
342.87,348.06,83440,26253,31.46,colmajor/uint8/msrc/Goggles_subj=4_idx=101.dat,msrc,-1,1,8,f,Delta,0,0,Snappy,2024-08-01T20_23_03
168.31,112.91,83440,17089,20.48,colmajor/uint8/msrc/Goggles_subj=4_idx=101.dat,msrc,-1,1,8,f,Delta,0,0,Brotli -1,2024-08-01T20_23_03
5.89,398.01,83440,15332,18.37,colmajor/uint8/msrc/Goggles_subj=4_idx=101.dat,msrc,-1,1,8,f,Delta,0,0,Brotli -9,2024-08-01T20_23_03
144.74,345.35,87600,23815,27.19,colmajor/uint8/msrc/Had-enough_subj=14_idx=170.dat,msrc,-1,1,8,f,Delta,0,0,Zlib -1,2024-08-01T20_23_03
2.35,343.99,87600,19327,22.06,colmajor/uint8/msrc/Had-enough_subj=14_idx=170.dat,msrc,-1,1,8,f,Delta,0,0,Zlib -9,2024-08-01T20_23_03
442.89,204.0,87600,20476,23.37,colmajor/uint8/msrc/Had-enough_subj=14_idx=170.dat,msrc,-1,1,8,f,Delta,0,0,Zstd -1,2024-08-01T20_23_03
39.72,560.05,87600,19415,22.16,colmajor/uint8/msrc/Had-enough_subj=14_idx=170.dat,msrc,-1,1,8,f,Delta,0,0,Zstd -9,2024-08-01T20_23_03
1018.82,1223.05,87600,33716,38.49,colmajor/uint8/msrc/Had-enough_subj=14_idx=170.dat,msrc,-1,1,8,f,Delta,0,0,LZ4,2024-08-01T20_23_03
1025.15,316.0,87600,32016,36.55,colmajor/uint8/msrc/Had-enough_subj=14_idx=170.dat,msrc,-1,1,8,f,Delta,0,0,LZO -1,2024-08-01T20_23_03
818.76,295.08,87600,32016,36.55,colmajor/uint8/msrc/Had-enough_subj=14_idx=170.dat,msrc,-1,1,8,f,Delta,0,0,LZO -9,2024-08-01T20_23_03
965.4,361.57,87600,21651,24.72,colmajor/uint8/msrc/Had-enough_subj=14_idx=170.dat,msrc,-1,1,8,f,Delta,0,0,Huffman,2024-08-01T20_23_03
597.28,336.25,87600,31670,36.15,colmajor/uint8/msrc/Had-enough_subj=14_idx=170.dat,msrc,-1,1,8,f,Delta,0,0,Snappy,2024-08-01T20_23_03
260.72,108.91,87600,20933,23.9,colmajor/uint8/msrc/Had-enough_subj=14_idx=170.dat,msrc,-1,1,8,f,Delta,0,0,Brotli -1,2024-08-01T20_23_03
5.47,400.07,87600,19049,21.75,colmajor/uint8/msrc/Had-enough_subj=14_idx=170.dat,msrc,-1,1,8,f,Delta,0,0,Brotli -9,2024-08-01T20_23_03
173.63,358.84,59600,13672,22.94,colmajor/uint8/msrc/Push-right_subj=21_idx=242.dat,msrc,-1,1,8,f,Delta,0,0,Zlib -1,2024-08-01T20_23_03
2.56,385.93,59600,10890,18.27,colmajor/uint8/msrc/Push-right_subj=21_idx=242.dat,msrc,-1,1,8,f,Delta,0,0,Zlib -9,2024-08-01T20_23_03
599.98,240.36,59600,11782,19.77,colmajor/uint8/msrc/Push-right_subj=21_idx=242.dat,msrc,-1,1,8,f,Delta,0,0,Zstd -1,2024-08-01T20_23_03
47.65,562.26,59600,11076,18.58,colmajor/uint8/msrc/Push-right_subj=21_idx=242.dat,msrc,-1,1,8,f,Delta,0,0,Zstd -9,2024-08-01T20_23_03
986.71,437.41,59600,21703,36.41,colmajor/uint8/msrc/Push-right_subj=21_idx=242.dat,msrc,-1,1,8,f,Delta,0,0,LZ4,2024-08-01T20_23_03
918.43,236.8,59600,19226,32.26,colmajor/uint8/msrc/Push-right_subj=21_idx=242.dat,msrc,-1,1,8,f,Delta,0,0,LZO -1,2024-08-01T20_23_03
919.57,186.83,59600,19226,32.26,colmajor/uint8/msrc/Push-right_subj=21_idx=242.dat,msrc,-1,1,8,f,Delta,0,0,LZO -9,2024-08-01T20_23_03
368.46,342.24,59600,12860,21.58,colmajor/uint8/msrc/Push-right_subj=21_idx=242.dat,msrc,-1,1,8,f,Delta,0,0,Huffman,2024-08-01T20_23_03
826.8,348.39,59600,18809,31.56,colmajor/uint8/msrc/Push-right_subj=21_idx=242.dat,msrc,-1,1,8,f,Delta,0,0,Snappy,2024-08-01T20_23_03
437.06,124.42,59600,12047,20.21,colmajor/uint8/msrc/Push-right_subj=21_idx=242.dat,msrc,-1,1,8,f,Delta,0,0,Brotli -1,2024-08-01T20_23_03
5.62,424.76,59600,10814,18.14,colmajor/uint8/msrc/Push-right_subj=21_idx=242.dat,msrc,-1,1,8,f,Delta,0,0,Brotli -9,2024-08-01T20_23_03
142.22,359.33,237520,61866,26.05,colmajor/uint8/msrc/Start-system_subj=9_idx=298.dat,msrc,-1,1,8,f,Delta,0,0,Zlib -1,2024-08-01T20_23_03
2.21,353.78,237520,50286,21.17,colmajor/uint8/msrc/Start-system_subj=9_idx=298.dat,msrc,-1,1,8,f,Delta,0,0,Zlib -9,2024-08-01T20_23_03
405.34,324.77,237520,53024,22.32,colmajor/uint8/msrc/Start-system_subj=9_idx=298.dat,msrc,-1,1,8,f,Delta,0,0,Zstd -1,2024-08-01T20_23_03
35.89,688.63,237520,51252,21.58,colmajor/uint8/msrc/Start-system_subj=9_idx=298.dat,msrc,-1,1,8,f,Delta,0,0,Zstd -9,2024-08-01T20_23_03
746.97,1244.15,237520,90137,37.95,colmajor/uint8/msrc/Start-system_subj=9_idx=298.dat,msrc,-1,1,8,f,Delta,0,0,LZ4,2024-08-01T20_23_03
