Algorithm,Compressed size,Compression speed,Dataset,Decompression speed,Filename,Memlimit,MinIters,Nbits,Nthreads,Order,Original size,Preprocs,Query,Ratio,__pyience_timestamp__
Memcpy,1000000,16446.02,custom_data,8511.94,colmajor/uint8/custom_data/delta_2.dat,-1,1,8,0,f,1000000,None,0,100.0,2024-08-03T08_27_35
Zlib -1,675297,62.32,custom_data,211.82,colmajor/uint8/custom_data/delta_2.dat,-1,1,8,0,f,1000000,None,0,67.53,2024-08-03T08_27_35
Zlib -9,678374,23.01,custom_data,210.66,colmajor/uint8/custom_data/delta_2.dat,-1,1,8,0,f,1000000,None,0,67.84,2024-08-03T08_27_35
Zstd -1,998034,1699.59,custom_data,912.73,colmajor/uint8/custom_data/delta_2.dat,-1,1,8,0,f,1000000,None,0,99.8,2024-08-03T08_27_35
Zstd -9,664092,44.22,custom_data,433.79,colmajor/uint8/custom_data/delta_2.dat,-1,1,8,0,f,1000000,None,0,66.41,2024-08-03T08_27_35
LZ4,976010,1275.03,custom_data,1614.22,colmajor/uint8/custom_data/delta_2.dat,-1,1,8,0,f,1000000,None,0,97.6,2024-08-03T08_27_35
LZO -1,980916,1811.31,custom_data,1092.99,colmajor/uint8/custom_data/delta_2.dat,-1,1,8,0,f,1000000,None,0,98.09,2024-08-03T08_27_35
LZO -9,980916,1818.9,custom_data,931.6,colmajor/uint8/custom_data/delta_2.dat,-1,1,8,0,f,1000000,None,0,98.09,2024-08-03T08_27_35
Huffman,1000064,3372.14,custom_data,3847.8,colmajor/uint8/custom_data/delta_2.dat,-1,1,8,0,f,1000000,None,0,100.01,2024-08-03T08_27_35
Snappy,967726,1155.78,custom_data,786.02,colmajor/uint8/custom_data/delta_2.dat,-1,1,8,0,f,1000000,None,0,96.77,2024-08-03T08_27_35
Brotli -1,936276,235.15,custom_data,196.47,colmajor/uint8/custom_data/delta_2.dat,-1,1,8,0,f,1000000,None,0,93.63,2024-08-03T08_27_35
Brotli -9,591337,8.87,custom_data,152.77,colmajor/uint8/custom_data/delta_2.dat,-1,1,8,0,f,1000000,None,0,59.13,2024-08-03T08_27_35
Zlib -1,2617953,192.94,custom_data,441.08,colmajor/uint8/custom_data/custom_data.dat,-1,1,8,0,f,15007000,None,0,17.44,2024-08-03T08_27_35
Zlib -9,2061718,3.23,custom_data,423.37,colmajor/uint8/custom_data/custom_data.dat,-1,1,8,0,f,15007000,None,0,13.74,2024-08-03T08_27_35
Zstd -1,2471209,706.83,custom_data,982.49,colmajor/uint8/custom_data/custom_data.dat,-1,1,8,0,f,15007000,None,0,16.47,2024-08-03T08_27_35
Zstd -9,2097424,94.25,custom_data,711.06,colmajor/uint8/custom_data/custom_data.dat,-1,1,8,0,f,15007000,None,0,13.98,2024-08-03T08_27_35
LZ4,3757991,1094.0,custom_data,1983.47,colmajor/uint8/custom_data/custom_data.dat,-1,1,8,0,f,15007000,None,0,25.04,2024-08-03T08_27_35
LZO -1,3550781,1222.76,custom_data,605.43,colmajor/uint8/custom_data/custom_data.dat,-1,1,8,0,f,15007000,None,0,23.66,2024-08-03T08_27_35
LZO -9,3550781,1231.41,custom_data,590.93,colmajor/uint8/custom_data/custom_data.dat,-1,1,8,0,f,15007000,None,0,23.66,2024-08-03T08_27_35
Huffman,5398276,1021.6,custom_data,973.59,colmajor/uint8/custom_data/custom_data.dat,-1,1,8,0,f,15007000,None,0,35.97,2024-08-03T08_27_35
Snappy,3620335,922.75,custom_data,851.5,colmajor/uint8/custom_data/custom_data.dat,-1,1,8,0,f,15007000,None,0,24.12,2024-08-03T08_27_35
Brotli -1,2676422,463.42,custom_data,290.54,colmajor/uint8/custom_data/custom_data.dat,-1,1,8,0,f,15007000,None,0,17.83,2024-08-03T08_27_35
Brotli -9,1793921,17.64,custom_data,408.18,colmajor/uint8/custom_data/custom_data.dat,-1,1,8,0,f,15007000,None,0,11.95,2024-08-03T08_27_35
Zlib -1,1000000,53.62,custom_data,1102.81,colmajor/uint8/custom_data/outliers_0.dat,-1,1,8,0,f,1000000,None,0,100.0,2024-08-03T08_27_35
Zlib -9,1000000,54.9,custom_data,1622.25,colmajor/uint8/custom_data/outliers_0.dat,-1,1,8,0,f,1000000,None,0,100.0,2024-08-03T08_27_35
Zstd -1,1000034,2705.88,custom_data,2000.2,colmajor/uint8/custom_data/outliers_0.dat,-1,1,8,0,f,1000000,None,0,100.0,2024-08-03T08_27_35
Zstd -9,1000033,573.22,custom_data,1516.0,colmajor/uint8/custom_data/outliers_0.dat,-1,1,8,0,f,1000000,None,0,100.0,2024-08-03T08_27_35
LZ4,1003923,19816.11,custom_data,1466.38,colmajor/uint8/custom_data/outliers_0.dat,-1,1,8,0,f,1000000,None,0,100.39,2024-08-03T08_27_35
LZO -1,1003926,8558.79,custom_data,1316.16,colmajor/uint8/custom_data/outliers_0.dat,-1,1,8,0,f,1000000,None,0,100.39,2024-08-03T08_27_35
LZO -9,1003926,15427.1,custom_data,1106.81,colmajor/uint8/custom_data/outliers_0.dat,-1,1,8,0,f,1000000,None,0,100.39,2024-08-03T08_27_35
Huffman,1000064,3360.89,custom_data,7988.82,colmajor/uint8/custom_data/outliers_0.dat,-1,1,8,0,f,1000000,None,0,100.01,2024-08-03T08_27_35
