Algorithm,Compressed size,Compression speed,Dataset,Decompression speed,Filename,Memlimit,MinIters,Nbits,Nthreads,Order,Original size,Preprocs,Query,Ratio,__pyience_timestamp__
Memcpy,1000000,656.55,custom_data,0.0,colmajor/uint8/custom_data/delta_2.dat,-1,10,8,0,f,1000000,DoubleDelta,0,100.0,2024-08-04T22_24_22
Zlib -1,495529,82.9,custom_data,0.0,colmajor/uint8/custom_data/delta_2.dat,-1,10,8,0,f,1000000,DoubleDelta,0,49.55,2024-08-04T22_24_22
Zlib -9,468918,8.84,custom_data,0.0,colmajor/uint8/custom_data/delta_2.dat,-1,10,8,0,f,1000000,DoubleDelta,0,46.89,2024-08-04T22_24_22
Zstd -1,443145,303.82,custom_data,0.0,colmajor/uint8/custom_data/delta_2.dat,-1,10,8,0,f,1000000,DoubleDelta,0,44.31,2024-08-04T22_24_22
Zstd -9,454622,18.95,custom_data,0.0,colmajor/uint8/custom_data/delta_2.dat,-1,10,8,0,f,1000000,DoubleDelta,0,45.46,2024-08-04T22_24_22
LZ4,847184,306.2,custom_data,0.0,colmajor/uint8/custom_data/delta_2.dat,-1,10,8,0,f,1000000,DoubleDelta,0,84.72,2024-08-04T22_24_22
LZO -1,757403,242.89,custom_data,0.0,colmajor/uint8/custom_data/delta_2.dat,-1,10,8,0,f,1000000,DoubleDelta,0,75.74,2024-08-04T22_24_22
LZO -9,757403,241.81,custom_data,0.0,colmajor/uint8/custom_data/delta_2.dat,-1,10,8,0,f,1000000,DoubleDelta,0,75.74,2024-08-04T22_24_22
Huffman,442527,458.01,custom_data,0.0,colmajor/uint8/custom_data/delta_2.dat,-1,10,8,0,f,1000000,DoubleDelta,0,44.25,2024-08-04T22_24_22
Snappy,778831,214.63,custom_data,0.0,colmajor/uint8/custom_data/delta_2.dat,-1,10,8,0,f,1000000,DoubleDelta,0,77.88,2024-08-04T22_24_22
Brotli -1,470507,137.29,custom_data,0.0,colmajor/uint8/custom_data/delta_2.dat,-1,10,8,0,f,1000000,DoubleDelta,0,47.05,2024-08-04T22_24_22
Brotli -9,460314,6.86,custom_data,0.0,colmajor/uint8/custom_data/delta_2.dat,-1,10,8,0,f,1000000,DoubleDelta,0,46.03,2024-08-04T22_24_22
Zlib -1,8547578,90.7,custom_data,0.0,colmajor/uint8/custom_data/custom_data.dat,-1,10,8,0,f,19009000,DoubleDelta,0,44.97,2024-08-04T22_24_22
Zlib -9,7371548,8.9,custom_data,0.0,colmajor/uint8/custom_data/custom_data.dat,-1,10,8,0,f,19009000,DoubleDelta,0,38.78,2024-08-04T22_24_22
Zstd -1,5457675,346.17,custom_data,0.0,colmajor/uint8/custom_data/custom_data.dat,-1,10,8,0,f,19009000,DoubleDelta,0,28.71,2024-08-04T22_24_22
Zstd -9,4989361,79.34,custom_data,0.0,colmajor/uint8/custom_data/custom_data.dat,-1,10,8,0,f,19009000,DoubleDelta,0,26.25,2024-08-04T22_24_22
LZ4,9131685,387.05,custom_data,0.0,colmajor/uint8/custom_data/custom_data.dat,-1,10,8,0,f,19009000,DoubleDelta,0,48.04,2024-08-04T22_24_22
LZO -1,12725395,472.45,custom_data,0.0,colmajor/uint8/custom_data/custom_data.dat,-1,10,8,0,f,19009000,DoubleDelta,0,66.94,2024-08-04T22_24_22
LZO -9,12725395,475.88,custom_data,0.0,colmajor/uint8/custom_data/custom_data.dat,-1,10,8,0,f,19009000,DoubleDelta,0,66.94,2024-08-04T22_24_22
