Algorithm,Compressed size,Compression speed,Dataset,Decompression speed,Filename,Memlimit,MinIters,Nbits,Nthreads,Order,Original size,Preprocs,Query,Ratio,__pyience_timestamp__
Memcpy,1000000,5267.07,custom_data,2387.59,colmajor/uint8/custom_data/delta_2.dat,-1,10,8,0,f,1000000,Delta,0,100.0,2024-08-04T21_48_44
Zlib -1,444457,95.84,custom_data,274.31,colmajor/uint8/custom_data/delta_2.dat,-1,10,8,0,f,1000000,Delta,0,44.45,2024-08-04T21_48_44
Zlib -9,422761,5.05,custom_data,311.99,colmajor/uint8/custom_data/delta_2.dat,-1,10,8,0,f,1000000,Delta,0,42.28,2024-08-04T21_48_44
Zstd -1,385079,388.75,custom_data,761.3,colmajor/uint8/custom_data/delta_2.dat,-1,10,8,0,f,1000000,Delta,0,38.51,2024-08-04T21_48_44
Zstd -9,417092,17.32,custom_data,481.25,colmajor/uint8/custom_data/delta_2.dat,-1,10,8,0,f,1000000,Delta,0,41.71,2024-08-04T21_48_44
LZ4,753199,421.21,custom_data,1255.66,colmajor/uint8/custom_data/delta_2.dat,-1,10,8,0,f,1000000,Delta,0,75.32,2024-08-04T21_48_44
LZO -1,672718,364.85,custom_data,486.21,colmajor/uint8/custom_data/delta_2.dat,-1,10,8,0,f,1000000,Delta,0,67.27,2024-08-04T21_48_44
LZO -9,672718,363.34,custom_data,486.07,colmajor/uint8/custom_data/delta_2.dat,-1,10,8,0,f,1000000,Delta,0,67.27,2024-08-04T21_48_44
Huffman,378618,1142.62,custom_data,1006.98,colmajor/uint8/custom_data/delta_2.dat,-1,10,8,0,f,1000000,Delta,0,37.86,2024-08-04T21_48_44
Snappy,696607,293.83,custom_data,686.72,colmajor/uint8/custom_data/delta_2.dat,-1,10,8,0,f,1000000,Delta,0,69.66,2024-08-04T21_48_44
Brotli -1,430642,163.89,custom_data,256.87,colmajor/uint8/custom_data/delta_2.dat,-1,10,8,0,f,1000000,Delta,0,43.06,2024-08-04T21_48_44
Brotli -9,419774,5.36,custom_data,345.61,colmajor/uint8/custom_data/delta_2.dat,-1,10,8,0,f,1000000,Delta,0,41.98,2024-08-04T21_48_44
Zlib -1,7791670,104.13,custom_data,327.61,colmajor/uint8/custom_data/custom_data.dat,-1,10,8,0,f,19009000,Delta,0,40.99,2024-08-04T21_48_44
